customer_id,age,gender,city,account_age_days,total_orders,total_items_sold,total_items_bought,avg_order_value,total_spend,total_earnings,preferred_category,payment_method,return_rate_percent,last_purchase_days_ago,seller_rating_avg,buyer_rating_avg,is_active_user,avg_delivery_days,discount_usage_percent
CUST205277,21.0,Other,Pune,1705,111,40,38,6924.8,124490.1,106127.85,Electronics,COD,11.57,199,2.33,2.54,1,8.0,49.43
CUST205278,49.0,Male,Delhi,421,127,69,84,317.16,,479737.3,Sports,Credit Card,2.11,10,3.85,2.25,0,8.0,10.6
CUST205279,59.0,Other,Bangalore,2403,4,35,397,5637.3,376086.87,385666.4,Fashion,Wallet,6.74,52,4.42,4.5,1,4.0,53.99
CUST205280,33.0,Female,Delhi,936,88,258,353,,633112.69,211647.7,Sports,UPI,17.21,320,,4.23,1,1.0,9.86
CUST205281,24.0,Male,Chennai,2652,101,166,158,5263.24,14893.63,22771.52,,COD,22.51,362,3.91,2.43,1,7.0,50.28
CUST205282,24.0,Female,Bangalore,1014,92,290,10,6013.91,217511.38,389496.69,,Wallet,25.37,320,3.37,2.64,0,6.0,25.12
CUST205283,22.0,,Kolkata,1669,110,289,154,3181.45,395314.15,90947.99,,UPI,26.99,175,3.93,3.71,1,5.0,56.25
CUST205284,24.0,Female,Delhi,2029,78,177,138,15067.22,304366.64,346418.94,,UPI,8.08,220,3.67,4.83,1,4.0,44.17
CUST205285,23.0,Female,Mumbai,1401,48,140,146,18711.38,79540.2,370509.1,Furniture,Credit Card,29.79,313,4.81,2.56,1,5.0,59.77
CUST205286,48.0,Male,Delhi,675,20,229,149,2856.0,315238.19,233448.62,Sports,UPI,33.46,268,3.94,4.04,1,2.0,55.9
CUST205287,46.0,Male,Chennai,2795,13,123,85,2173.7,457462.28,333388.16,Home Decor,Credit Card,21.12,94,2.17,4.14,0,9.0,40.05
CUST205288,64.0,Other,Kolkata,1120,125,194,22,4942.11,270746.64,35203.43,Furniture,UPI,14.82,85,2.08,2.15,1,5.0,35.46
CUST205289,37.0,Other,Kolkata,1281,9,67,204,5006.19,475689.88,475116.02,Home Decor,COD,26.7,342,2.44,4.82,1,10.0,44.12
CUST205290,57.0,Female,,335,141,161,233,9945.26,93743.44,462083.42,,Wallet,14.97,120,3.81,4.29,0,1.0,18.69
CUST205291,22.0,Male,Hyderabad,1239,29,89,362,9245.74,252861.41,406246.82,Home Decor,COD,24.32,358,3.6,2.65,0,8.0,36.02
CUST205292,37.0,Male,Chennai,2867,143,86,187,10133.16,68367.06,430984.24,Electronics,Credit Card,43.84,108,2.55,4.29,1,4.0,33.73
CUST205293,22.0,Male,Mumbai,329,12,68,287,16076.83,691059.0,467967.58,Electronics,Debit Card,7.42,44,3.42,2.12,1,6.0,20.11
CUST205294,39.0,Male,Hyderabad,423,68,292,105,15803.38,783273.52,62893.59,Books,Wallet,6.5,249,,2.18,0,2.0,5.57
CUST205295,47.0,Female,Pune,1695,54,198,319,4555.47,44156.08,213461.08,Automobile,Credit Card,16.08,114,4.28,2.27,1,8.0,12.4
CUST205296,23.0,Other,Mumbai,1735,84,199,344,11535.91,403105.79,386623.55,Sports,Wallet,34.0,144,3.2,3.05,0,11.0,33.74
CUST205297,47.0,Other,Kolkata,1844,71,238,20,16216.33,684865.06,179919.29,Fashion,Credit Card,6.6,244,3.48,2.24,1,8.0,53.91
CUST205298,51.0,Other,Mumbai,2349,98,209,397,1715.83,474881.86,383066.45,Electronics,Wallet,18.43,12,,4.71,0,9.0,26.93
CUST205299,56.0,Other,Chennai,321,95,211,242,1648.03,584752.93,376206.5,Home Decor,Wallet,23.0,202,3.37,3.78,1,7.0,3.55
CUST205300,20.0,Male,Chennai,2901,118,107,54,18050.38,244427.3,250904.15,Furniture,Wallet,0.41,158,3.56,3.73,1,9.0,34.44
CUST205301,44.0,Male,Ahmedabad,2429,5,6,313,10011.99,238229.96,383652.51,Furniture,UPI,3.26,168,3.83,3.13,0,6.0,23.64
CUST205302,22.0,Other,Kolkata,2610,41,60,125,7368.8,62998.1,174380.99,,COD,31.42,176,,3.26,0,3.0,25.12
CUST205303,53.0,Male,Chennai,2852,41,289,110,,488924.54,406766.6,Sports,COD,10.25,91,,3.22,1,3.0,53.83
CUST205304,56.0,Male,Pune,1864,47,23,307,17168.78,328801.86,119764.5,Home Decor,COD,33.45,159,3.88,4.22,0,11.0,42.52
CUST205305,32.0,Other,Hyderabad,269,25,17,68,10486.91,539156.51,140403.61,Fashion,,0.79,261,2.93,4.4,0,3.0,6.34
CUST205306,22.0,Female,Hyderabad,1613,14,153,388,4199.67,417684.22,210621.35,Automobile,UPI,4.15,147,4.81,4.26,0,7.0,24.61
CUST205307,27.0,Female,Pune,2648,48,24,98,17252.9,676666.27,70420.64,Electronics,UPI,14.45,215,4.98,4.15,0,9.0,26.26
CUST205308,49.0,Female,Kolkata,1976,89,148,238,8795.94,506010.39,499859.47,,COD,0.93,358,3.08,2.55,0,6.0,8.73
CUST205309,60.0,Other,Ahmedabad,319,96,23,259,14593.46,781707.53,410854.02,Automobile,Credit Card,27.49,84,4.72,2.89,1,7.0,4.94
CUST205310,30.0,Male,Kolkata,827,115,271,85,13641.3,430859.96,407092.26,Electronics,Wallet,37.53,3,2.38,2.24,1,4.0,51.73
CUST205311,39.0,Female,Ahmedabad,1130,39,89,300,15694.2,656064.69,59586.8,Sports,Wallet,10.74,279,3.32,4.79,1,11.0,52.07
CUST205312,35.0,Female,Hyderabad,1097,32,269,230,15445.81,338629.09,81145.9,Furniture,Credit Card,0.8,364,2.15,2.66,1,7.0,56.24
CUST205313,52.0,Female,Hyderabad,2266,24,45,155,1450.23,148422.28,30814.93,Automobile,Debit Card,1.22,142,4.49,3.04,0,7.0,41.01
CUST205314,35.0,Other,Bangalore,1098,55,211,217,,153213.14,359443.24,Home Decor,Debit Card,25.23,62,4.59,2.96,1,2.0,10.45
CUST205315,50.0,Other,Mumbai,966,11,159,12,19300.75,755033.37,332782.63,Electronics,COD,21.69,340,3.99,3.6,1,6.0,49.45
CUST205316,38.0,Male,Mumbai,1848,102,117,60,12689.63,175035.1,49516.48,Books,UPI,40.08,247,2.27,3.52,1,5.0,44.18
CUST205317,53.0,Male,Delhi,481,53,159,203,10531.11,542277.97,405862.52,Automobile,UPI,20.31,120,3.81,2.48,0,8.0,53.85
CUST205318,37.0,Other,Chennai,1519,59,82,326,9181.09,691010.82,157107.39,Electronics,Debit Card,9.57,79,3.52,4.11,1,10.0,38.2
CUST205319,45.0,Female,Hyderabad,2814,41,288,263,5113.55,89570.13,105229.32,Sports,Credit Card,19.76,47,4.42,2.86,0,5.0,52.98
CUST205320,41.0,,Bangalore,2929,2,162,335,10155.3,449981.24,444274.54,Books,Debit Card,22.99,350,2.09,2.56,0,10.0,0.36
CUST205321,39.0,Male,Bangalore,2161,60,297,322,5452.89,83067.09,191624.07,Sports,Wallet,26.88,312,3.04,4.33,1,,18.32
CUST205322,61.0,Other,Pune,1468,145,1,23,18795.21,798016.15,25557.06,Sports,COD,12.65,151,2.15,4.21,1,7.0,57.88
CUST205323,34.0,Other,Pune,236,46,231,269,8369.38,644611.95,423137.16,Books,COD,10.61,282,2.62,2.45,1,5.0,51.59
CUST205324,34.0,Other,,2342,79,115,338,8654.47,365858.63,109926.75,Sports,Wallet,5.71,183,2.04,2.0,0,2.0,1.31
CUST205325,61.0,Male,Chennai,66,15,49,198,4593.93,373860.8,427246.01,Sports,UPI,33.24,261,2.47,3.92,1,11.0,53.93
CUST205326,50.0,Male,Hyderabad,800,32,99,300,16262.61,471254.57,159629.49,Furniture,Wallet,36.29,145,4.89,3.85,1,10.0,53.06
CUST205327,29.0,Other,Bangalore,1778,81,252,159,1145.77,13182.23,483959.14,Electronics,COD,19.39,157,3.93,3.17,1,7.0,44.36
CUST205328,57.0,Male,Bangalore,935,57,289,110,18881.15,157625.16,122032.77,Electronics,Debit Card,37.25,68,4.2,3.1,1,3.0,43.12
CUST205329,39.0,Female,Mumbai,906,54,130,209,1674.29,702831.22,374504.93,,Debit Card,20.09,306,4.67,3.37,0,11.0,34.27
CUST205330,39.0,,Bangalore,2754,101,18,345,3203.0,609040.85,416907.49,Electronics,Debit Card,4.52,252,2.86,4.91,0,6.0,14.82
CUST205331,34.0,Female,Ahmedabad,1939,71,262,154,19535.68,402350.93,167763.36,Electronics,UPI,15.67,308,3.39,4.5,1,8.0,35.37
CUST205332,54.0,Female,Mumbai,1804,116,21,182,12341.31,120097.05,299823.86,Electronics,UPI,2.42,333,2.34,2.97,1,8.0,35.51
CUST205333,56.0,Female,Pune,2534,80,162,42,6654.75,128474.49,61836.61,Home Decor,Debit Card,10.61,81,4.21,2.76,0,7.0,56.09
CUST205334,33.0,Male,Pune,1957,44,295,26,17994.3,66734.78,215793.29,Books,COD,40.9,249,3.17,4.45,0,10.0,56.47
CUST205335,54.0,Female,Hyderabad,1823,40,255,306,6094.57,619107.19,157600.71,Automobile,UPI,11.45,212,3.49,2.91,1,7.0,7.42
CUST205336,32.0,Female,Pune,2700,51,105,187,1769.88,,433329.46,Electronics,COD,34.12,136,4.09,3.97,1,4.0,27.0
CUST205337,58.0,Female,,2856,90,236,24,6909.74,36980.82,389875.57,Electronics,COD,4.94,26,2.85,2.31,1,7.0,29.62
CUST205338,39.0,Other,Hyderabad,1470,54,30,150,18937.7,396751.06,459910.79,Sports,Debit Card,0.0,40,2.91,4.03,1,1.0,48.19
CUST205339,62.0,Male,Bangalore,429,144,18,149,14391.57,,411103.34,Automobile,COD,19.35,344,4.12,2.31,1,1.0,30.53
CUST205340,46.0,Female,Bangalore,1613,125,126,24,8992.62,173651.9,341625.25,Electronics,Credit Card,15.67,324,3.35,2.51,1,5.0,44.02
CUST205341,33.0,Male,Pune,616,103,188,84,16052.31,550642.86,407818.47,Sports,Wallet,1.25,275,3.41,3.0,1,1.0,33.33
CUST205342,18.0,Female,Hyderabad,47,113,112,324,12238.0,736262.5,253860.48,Furniture,COD,15.95,225,4.89,2.47,1,9.0,46.76
CUST205343,63.0,Male,Ahmedabad,1257,141,275,16,4383.67,184934.95,97741.36,Sports,Credit Card,34.14,203,4.14,4.54,0,7.0,1.97
CUST205344,64.0,Female,Ahmedabad,2607,70,97,355,18302.36,618631.44,406973.74,Books,UPI,42.51,185,,3.09,1,,20.71
CUST205345,52.0,Other,Chennai,404,8,286,8,3117.6,530508.02,157757.76,Books,UPI,40.66,199,2.97,2.68,1,9.0,55.92
CUST205346,57.0,Female,Delhi,1050,49,141,96,13622.26,538135.09,94096.35,Electronics,Debit Card,43.13,199,3.74,3.96,1,3.0,52.21
CUST205347,27.0,Female,Mumbai,2152,117,184,389,11532.83,66367.96,111044.83,Books,UPI,17.49,78,3.78,4.69,1,8.0,59.76
CUST205348,53.0,Female,Hyderabad,2261,82,84,258,,366790.02,27423.08,Furniture,COD,14.12,142,3.56,2.5,0,2.0,47.76
CUST205349,21.0,Male,Bangalore,386,65,290,3,9801.61,348368.63,232523.41,,COD,31.05,218,4.85,2.54,1,3.0,11.69
CUST205350,29.0,Female,Ahmedabad,2534,36,298,309,9181.13,445000.44,425656.75,,Wallet,36.49,29,2.26,4.21,1,8.0,24.52
CUST205351,22.0,Female,Ahmedabad,841,148,91,328,10792.02,180959.38,122683.34,Fashion,Credit Card,10.01,243,4.58,3.22,1,10.0,20.36
CUST205352,52.0,Other,,1655,37,230,268,1493.63,190299.0,329796.62,Books,Debit Card,34.5,94,4.2,2.7,1,6.0,3.53
CUST205353,50.0,Female,Ahmedabad,2220,136,173,111,5492.71,,249595.78,,COD,37.97,178,4.93,2.82,1,4.0,19.24
CUST205354,21.0,Male,Ahmedabad,1766,116,271,71,11699.87,662502.24,26903.68,Sports,,35.99,336,2.57,3.05,0,7.0,50.28
CUST205355,53.0,Male,Delhi,290,69,57,41,1979.53,61659.51,432550.25,Automobile,UPI,17.01,269,4.33,3.28,1,7.0,8.05
CUST205356,50.0,Other,Bangalore,1085,68,233,17,4746.42,713430.41,376164.53,Fashion,Debit Card,0.24,295,3.12,3.27,0,11.0,5.71
CUST205357,36.0,Female,Delhi,2861,84,293,197,,616807.71,161954.42,Electronics,Wallet,28.41,211,3.46,2.32,1,10.0,9.32
CUST205358,52.0,Female,Ahmedabad,2064,143,105,45,12694.06,,448231.33,,Credit Card,17.57,128,4.35,2.35,1,11.0,56.3
CUST205359,57.0,Male,Pune,2810,81,36,243,11996.35,726772.97,291239.12,Electronics,Credit Card,37.8,253,3.51,2.68,1,8.0,21.0
CUST205360,18.0,Other,Kolkata,2495,77,38,31,4407.27,776915.97,182169.12,Home Decor,Debit Card,7.25,94,3.36,3.25,1,5.0,59.69
CUST205361,24.0,Male,Kolkata,1641,8,282,86,1990.44,788707.93,268820.26,Home Decor,Credit Card,29.57,96,2.04,2.19,1,6.0,21.19
CUST205362,,Other,Chennai,2339,19,64,121,8488.1,11712.37,279292.15,Home Decor,UPI,30.8,118,4.25,4.03,1,2.0,42.81
CUST205363,50.0,Female,Hyderabad,674,70,294,198,13077.05,764411.15,165673.0,Books,Debit Card,38.22,111,2.29,3.11,1,4.0,1.91
CUST205364,36.0,Female,Ahmedabad,2841,112,61,57,7968.93,401301.81,223750.55,Fashion,Wallet,16.24,268,3.46,2.91,1,9.0,8.41
CUST205365,29.0,Female,Pune,2652,141,18,72,18905.58,485690.77,229808.35,Sports,COD,15.85,80,3.27,3.86,1,10.0,29.81
CUST205366,31.0,Other,Ahmedabad,708,144,31,326,534.63,44262.68,305003.06,,UPI,4.67,56,3.49,3.25,1,9.0,20.51
CUST205367,23.0,Female,Ahmedabad,1571,110,37,101,15488.81,346821.74,348389.05,Electronics,COD,22.35,128,4.45,4.17,1,5.0,26.22
CUST205368,31.0,Male,Hyderabad,1127,30,124,386,1341.97,511064.54,210259.48,Automobile,COD,31.93,49,,2.89,1,11.0,17.48
CUST205369,48.0,Other,Mumbai,1674,126,250,355,13067.44,456322.68,201033.45,Home Decor,COD,20.12,265,4.6,3.46,0,8.0,26.02
CUST205370,50.0,Female,,890,121,33,146,8195.83,585684.39,94650.29,Sports,Debit Card,18.65,253,3.92,3.3,1,6.0,56.69
CUST205371,31.0,Other,Mumbai,2352,107,89,300,13460.19,786076.41,168499.58,Home Decor,Wallet,14.51,201,3.0,3.98,1,10.0,31.78
CUST205372,34.0,Female,Bangalore,746,45,164,85,7247.82,619579.68,12888.93,Electronics,Debit Card,11.35,97,3.4,2.28,1,11.0,11.86
CUST205373,,Female,Delhi,129,58,242,146,9366.23,557633.3,127237.18,Furniture,Wallet,42.75,110,2.13,2.44,1,8.0,46.1
CUST205374,42.0,,Kolkata,294,97,69,143,1815.03,,271285.36,,UPI,18.91,247,2.87,2.0,1,,30.6
CUST205375,39.0,Female,Ahmedabad,2796,91,114,198,2235.41,2154.94,114560.46,Books,Wallet,27.76,351,2.6,2.59,1,11.0,28.87
CUST205376,21.0,Female,Delhi,2366,20,168,219,7898.57,453582.81,136001.87,Books,Credit Card,9.55,68,4.23,3.12,0,3.0,42.07
CUST205377,18.0,Male,Kolkata,581,133,86,300,9550.16,107187.04,460179.67,Electronics,Credit Card,35.39,190,4.24,4.74,1,3.0,49.0
CUST205378,52.0,Male,Pune,1816,14,26,79,12162.54,37772.09,459775.56,Furniture,Wallet,36.79,46,2.28,4.62,1,4.0,57.78
CUST205379,59.0,Female,Delhi,1464,3,50,249,18522.77,158812.55,431488.45,Books,Wallet,37.85,128,3.51,2.53,1,2.0,16.1
CUST205380,53.0,Other,,976,134,162,259,7154.16,135195.89,466647.53,Automobile,Debit Card,35.34,235,3.4,2.89,1,9.0,24.75
CUST205381,24.0,Male,Kolkata,1611,98,66,93,13732.23,534078.92,371427.42,Books,COD,10.89,182,2.62,2.46,0,2.0,27.81
CUST205382,49.0,Female,,2852,1,294,280,5307.86,,99330.57,Home Decor,UPI,19.71,74,2.26,3.85,1,6.0,10.07
CUST205383,20.0,Female,Delhi,2624,108,295,178,13320.32,730220.59,166822.52,Home Decor,UPI,30.96,23,2.34,4.7,0,5.0,7.76
CUST205384,42.0,Female,Hyderabad,1792,146,184,285,289.45,112844.64,469305.64,Fashion,Credit Card,2.65,266,3.94,3.95,0,10.0,28.37
CUST205385,35.0,Male,Kolkata,2581,80,55,269,18303.4,519102.87,222905.46,Sports,COD,22.48,227,2.75,3.22,1,6.0,12.95
CUST205386,44.0,,Kolkata,437,133,25,353,6374.89,220434.28,339018.52,Furniture,COD,27.6,138,2.64,4.81,1,7.0,32.03
CUST205387,23.0,,Bangalore,2058,21,219,76,6059.53,,417364.88,Sports,Debit Card,6.72,191,2.73,2.85,1,6.0,30.31
CUST205388,24.0,Male,Chennai,2220,45,48,340,1661.33,720105.83,448150.25,Furniture,COD,30.03,73,4.99,3.19,1,9.0,48.1
CUST205389,19.0,Female,Delhi,835,48,13,160,,591641.47,165718.94,Sports,Credit Card,28.79,259,3.0,2.57,1,11.0,30.96
CUST205390,47.0,Male,Hyderabad,2289,134,180,114,2482.98,190211.24,140511.47,Electronics,Wallet,10.84,293,2.4,4.24,1,11.0,54.02
CUST205391,27.0,Other,Bangalore,892,148,293,336,6171.67,683858.1,199099.89,Fashion,UPI,10.24,290,3.57,3.49,1,8.0,6.84
CUST205392,63.0,Male,Pune,500,85,242,103,9845.55,614761.01,323027.26,Sports,Debit Card,27.16,105,3.74,3.31,1,,21.46
CUST205393,62.0,,Mumbai,2370,106,75,323,19793.42,501209.63,432179.53,Books,COD,7.7,28,3.64,4.85,1,,29.7
CUST205394,47.0,Other,Chennai,712,45,52,277,15540.03,89014.06,491598.28,Home Decor,UPI,3.02,240,3.86,3.69,1,7.0,35.32
CUST205395,37.0,Female,Kolkata,1564,103,182,392,16416.73,510426.19,473816.63,Home Decor,Debit Card,37.61,153,4.16,3.71,0,5.0,57.22
CUST205396,54.0,Female,Delhi,112,132,161,352,5462.14,,173284.04,Fashion,COD,12.2,235,3.64,4.74,1,10.0,17.81
CUST205397,,Female,Chennai,2475,118,13,17,6470.23,690434.21,477866.83,Fashion,UPI,13.95,284,3.32,4.05,0,7.0,44.85
CUST205398,64.0,Other,Hyderabad,2762,58,179,311,1798.02,465584.86,87574.56,Books,COD,10.26,45,2.22,3.48,1,4.0,36.39
CUST205399,33.0,Female,Hyderabad,1750,42,256,263,2980.86,,437423.9,Books,COD,20.23,82,3.9,4.88,1,10.0,38.99
CUST205400,62.0,Other,Hyderabad,2864,1,17,90,,84239.29,98636.93,Sports,Wallet,43.99,79,2.47,3.99,1,11.0,32.26
CUST205401,53.0,Male,Mumbai,1775,140,123,189,3238.67,57642.99,56002.46,Electronics,Wallet,28.32,60,3.45,4.82,0,3.0,39.65
CUST205402,55.0,Other,Bangalore,2843,83,58,103,10089.38,267276.25,352733.66,Furniture,Debit Card,3.47,235,2.77,2.92,1,6.0,10.26
CUST205403,25.0,Other,Bangalore,2104,51,117,390,13979.93,540745.93,117788.33,Fashion,Credit Card,25.15,184,2.72,3.29,1,2.0,4.4
CUST205404,34.0,Other,Delhi,2692,147,173,249,13198.57,302576.47,383840.54,,UPI,23.38,168,4.12,2.96,1,1.0,56.02
CUST205405,39.0,Other,Kolkata,1870,30,115,187,,376731.24,367344.22,Electronics,Wallet,23.71,236,,3.9,1,8.0,33.7
CUST205406,46.0,Female,Pune,2659,34,171,293,,63849.22,290640.27,Fashion,UPI,26.02,145,4.0,4.78,1,3.0,53.4
CUST205407,51.0,Male,Pune,2281,66,238,196,18710.47,463665.37,101319.74,Automobile,,13.16,103,4.64,4.19,1,5.0,51.24
CUST205408,44.0,Other,Pune,2524,10,30,97,4354.85,308827.59,452506.57,Furniture,Wallet,26.93,297,2.02,2.58,1,8.0,18.22
CUST205409,57.0,Other,Kolkata,565,108,242,360,2779.57,230243.32,185022.97,Sports,COD,5.03,115,3.57,4.1,1,5.0,50.78
CUST205410,31.0,Male,Hyderabad,411,67,195,70,4914.64,194816.31,142207.52,Fashion,COD,3.64,52,2.68,3.08,1,11.0,35.82
CUST205411,57.0,Other,Delhi,723,87,208,86,9405.88,684073.7,247321.85,Electronics,UPI,10.77,205,2.88,3.36,1,8.0,6.8
CUST205412,25.0,,Ahmedabad,36,112,33,57,8963.36,397374.23,380872.41,Furniture,COD,41.82,164,4.01,4.72,1,5.0,57.62
CUST205413,48.0,Female,Mumbai,585,119,64,97,5591.7,593044.89,188521.06,Books,COD,37.71,27,2.3,4.58,0,11.0,10.09
CUST205414,56.0,Female,Delhi,1829,141,57,253,13612.11,680129.6,276482.33,Furniture,COD,15.9,334,2.35,4.93,1,4.0,22.57
CUST205415,33.0,Other,Pune,1615,121,27,363,9456.19,543328.37,283729.39,Books,Debit Card,7.94,124,2.5,2.24,1,4.0,43.02
CUST205416,51.0,Male,Bangalore,1631,65,10,173,12663.93,607619.68,349834.89,Home Decor,Debit Card,24.76,192,2.83,3.42,1,7.0,11.19
CUST205417,53.0,Male,Hyderabad,843,61,278,119,3668.85,780071.11,421883.23,Furniture,Debit Card,30.3,26,4.79,3.73,0,4.0,43.41
CUST205418,55.0,Other,Ahmedabad,178,49,17,324,18783.11,364105.16,308497.96,Fashion,Debit Card,12.31,35,4.15,3.57,1,11.0,28.7
CUST205419,47.0,Female,Chennai,187,105,59,221,12554.75,543929.45,483542.08,Books,Credit Card,21.57,21,2.69,3.23,1,4.0,54.53
CUST205420,18.0,Other,Ahmedabad,872,40,247,365,11593.79,156665.95,4866.7,,COD,16.83,274,3.83,4.29,1,7.0,7.15
CUST205421,20.0,Female,Delhi,801,145,107,333,1450.13,69816.59,334274.41,Fashion,,36.14,347,2.14,3.17,1,2.0,2.78
CUST205422,21.0,Male,Delhi,2776,120,131,212,19103.26,268849.02,203293.32,Automobile,Credit Card,2.57,340,4.48,3.94,1,3.0,12.44
CUST205423,58.0,Female,Mumbai,456,137,15,100,16266.15,48002.14,265821.49,Home Decor,COD,12.89,17,3.27,3.1,0,5.0,44.72
CUST205424,,Other,Bangalore,2781,30,108,191,2851.38,235867.26,287451.02,Electronics,UPI,0.78,4,2.04,3.87,1,6.0,17.14
CUST205425,,Other,Delhi,1824,148,95,129,,57294.23,357841.06,Furniture,Debit Card,31.21,219,2.9,4.65,0,9.0,29.56
CUST205426,49.0,Other,Kolkata,2396,90,181,340,6951.59,284944.45,221512.07,Fashion,Credit Card,37.22,338,,4.89,1,11.0,58.62
CUST205427,59.0,Male,Bangalore,2621,102,119,237,3688.19,706013.03,495095.05,Automobile,COD,17.84,26,3.71,4.79,1,3.0,3.36
CUST205428,35.0,Female,Ahmedabad,144,64,279,104,4367.13,34060.08,397165.79,Electronics,COD,34.4,150,4.04,3.07,0,5.0,54.49
CUST205429,39.0,Female,Pune,2959,121,279,265,2812.62,773593.96,353016.4,Fashion,UPI,3.3,177,3.18,3.28,1,8.0,43.2
CUST205430,60.0,Female,Ahmedabad,124,55,5,201,12205.21,705770.38,340250.5,Furniture,COD,40.41,246,3.84,2.18,0,3.0,43.91
CUST205431,37.0,Female,Mumbai,587,85,17,23,15137.19,377261.31,246457.27,,Wallet,34.73,98,4.28,2.07,0,3.0,30.93
CUST205432,24.0,Female,Delhi,889,96,295,105,1019.59,708233.04,438161.37,Electronics,Wallet,37.47,138,4.5,4.57,1,9.0,35.88
CUST205433,47.0,Female,Hyderabad,894,62,111,216,3988.91,495654.92,378465.7,Electronics,Debit Card,11.52,244,3.86,4.19,0,1.0,8.08
CUST205434,32.0,Male,Kolkata,2498,127,280,193,17336.65,153917.35,331299.48,Furniture,Credit Card,42.18,318,3.9,3.91,0,9.0,45.89
CUST205435,31.0,Other,Mumbai,2615,13,2,91,17159.74,273676.93,491227.84,Fashion,Wallet,21.43,139,4.91,2.86,1,5.0,56.89
CUST205436,28.0,Male,Hyderabad,1372,101,260,316,1588.01,166530.99,45594.95,Fashion,Wallet,15.08,162,3.92,4.69,1,7.0,36.81
CUST205437,45.0,Male,Hyderabad,2700,33,32,69,6788.16,,417610.01,Furniture,Credit Card,20.6,303,4.64,3.19,1,9.0,0.64
CUST205438,,Male,Pune,750,142,41,18,15745.19,300701.07,34313.08,,COD,34.91,149,3.38,2.92,1,10.0,36.69
CUST205439,46.0,Female,Mumbai,1037,142,29,76,8963.62,279304.81,75804.18,Electronics,Wallet,36.03,271,2.88,3.99,0,2.0,15.42
CUST205440,,,Ahmedabad,33,42,85,143,18354.28,99403.68,126736.85,Books,Credit Card,31.72,345,3.36,3.98,0,11.0,57.8
CUST205441,46.0,Female,Delhi,1260,23,263,99,3102.14,536248.3,236606.47,Sports,COD,22.39,182,,4.25,1,5.0,34.91
CUST205442,62.0,Other,Pune,1671,42,112,57,,67062.54,287728.5,Fashion,Credit Card,23.89,88,2.08,3.93,1,2.0,44.4
CUST205443,45.0,Other,Chennai,79,78,21,164,407.35,584389.48,468349.95,Books,,41.3,24,3.34,3.31,0,10.0,21.04
CUST205444,32.0,Male,Chennai,1771,109,238,343,16051.07,,499421.81,Home Decor,COD,29.33,107,4.34,4.05,0,1.0,5.91
CUST205445,20.0,Male,Bangalore,2345,38,248,195,19039.46,525566.52,281268.56,Fashion,Debit Card,32.47,119,2.97,2.1,1,9.0,5.87
CUST205446,60.0,Male,Mumbai,1827,111,188,311,3671.07,356374.8,114372.02,Home Decor,Wallet,10.53,218,2.48,3.88,1,7.0,24.73
CUST205447,41.0,Male,Hyderabad,1964,15,255,183,365.2,716320.53,302109.67,,,9.15,288,,2.71,1,1.0,50.57
CUST205448,44.0,Female,Bangalore,1487,70,112,81,480.79,604588.79,228318.69,Automobile,COD,23.35,268,3.66,2.32,1,5.0,1.91
CUST205449,51.0,Female,Pune,2115,104,232,299,7816.44,46275.28,10316.46,Automobile,Debit Card,20.45,262,4.04,2.97,1,6.0,15.64
CUST205450,62.0,Male,Pune,117,63,16,26,18186.99,569787.41,418472.47,Electronics,Credit Card,34.45,211,4.08,4.18,0,6.0,34.2
CUST205451,34.0,Female,Hyderabad,384,93,28,372,251.31,591200.7,155199.79,Sports,COD,33.55,112,2.05,4.12,0,5.0,7.2
CUST205452,54.0,Male,Kolkata,2351,9,125,392,12691.5,180300.37,399801.96,Home Decor,UPI,29.45,307,2.43,3.34,1,11.0,14.48
CUST205453,18.0,Other,Hyderabad,2188,51,75,6,11072.04,372586.39,198065.45,Electronics,UPI,16.19,234,3.93,4.15,1,4.0,41.73
CUST205454,18.0,Other,Ahmedabad,2608,88,105,85,19458.9,432852.82,273669.69,Furniture,COD,12.41,79,3.96,3.78,1,11.0,33.11
CUST205455,46.0,Male,Ahmedabad,1070,92,157,327,15325.12,262710.51,498743.32,Sports,UPI,23.65,63,4.26,2.91,1,5.0,22.7
CUST205456,60.0,Female,Pune,2354,43,16,215,5234.49,,285966.48,Sports,COD,40.48,11,2.62,4.85,1,10.0,24.05
CUST205457,61.0,Other,Ahmedabad,1911,141,266,231,17469.73,475039.3,322960.11,Sports,UPI,3.08,293,2.56,4.89,1,8.0,48.29
CUST205458,39.0,Male,Bangalore,2011,96,148,162,18472.64,685385.39,77422.01,Electronics,Credit Card,23.95,252,4.17,3.61,0,2.0,11.19
CUST205459,31.0,Male,Bangalore,198,145,275,223,11407.87,194592.94,369544.32,Furniture,UPI,0.43,264,3.76,3.04,1,,10.33
CUST205460,20.0,,Kolkata,1877,128,142,68,11466.65,598286.09,64293.61,Sports,Credit Card,5.99,71,4.03,4.87,1,3.0,28.57
CUST205461,41.0,Male,Pune,1031,44,254,96,5455.74,585948.08,386457.81,Automobile,COD,12.41,55,3.95,3.63,1,7.0,48.56
CUST205462,19.0,Male,Pune,984,90,253,353,8305.43,197185.25,404512.87,,Wallet,27.0,178,3.8,3.27,0,,5.98
CUST205463,63.0,Other,Mumbai,1341,131,253,368,15161.89,480419.94,341570.06,Home Decor,COD,28.98,144,4.12,4.98,1,8.0,2.05
